No,expressions,translation,Type,num_duration,freq,adjusted_freq
1175,二十八分钟,28 minutes,numeric,0.019444444,15,15
1176,二十九分钟,29 minutes,numeric,0.020138889,5,5
1177,三十分钟,30 minutes,numeric,0.020833333,1606,1606
1178,三十一分钟,31 minutes,numeric,0.021527778,4,4
1179,三十二分钟,32 minutes,numeric,0.022222222,15,15
1180,三十三分钟,33 minutes,numeric,0.022916667,15,15
1181,三十四分钟,34 minutes,numeric,0.023611111,6,6
1182,三十五分钟,35 minutes,numeric,0.024305556,61,61
1183,三十六分钟,36 minutes,numeric,0.025,9,9
1184,三十七分钟,37 minutes,numeric,0.025694444,15,15
1185,三十八分钟,38 minutes,numeric,0.026388889,11,11
1186,三十九分钟,39 minutes,numeric,0.027083333,11,11
1187,四十分钟,40 minutes,numeric,0.027777778,1229,1229
1188,四十一分钟,41 minutes,numeric,0.028472222,8,8
1189,四十二分钟,42 minutes,numeric,0.029166667,15,15
1190,四十三分钟,43 minutes,numeric,0.029861111,15,15
1191,四十四分钟,44 minutes,numeric,0.030555556,3,3
1192,四十五分钟,45 minutes,numeric,0.03125,338,338
1193,四十六分钟,46 minutes,numeric,0.031944444,4,4
1194,四十七分钟,47 minutes,numeric,0.032638889,5,5
1195,四十八分钟,48 minutes,numeric,0.033333333,11,11
1196,四十九分钟,49 minutes,numeric,0.034027778,0,0
1197,五十分钟,50 minutes,numeric,0.034722222,309,309
1198,五十一分钟,51 minutes,numeric,0.035416667,4,4
1199,五十二分钟,52 minutes,numeric,0.036111111,5,5
1200,五十三分钟,53 minutes,numeric,0.036805556,12,12
1201,五十四分钟,54 minutes,numeric,0.0375,1,1
1202,五十五分钟,55 minutes,numeric,0.038194444,25,25
1203,五十六分钟,56 minutes,numeric,0.038888889,1,1
1204,五十七分钟,57 minutes,numeric,0.039583333,2,2
1205,五十八分钟,58 minutes,numeric,0.040277778,6,6
1206,五十九分钟,59 minutes,numeric,0.040972222,1,1
1207,六十分钟,60 minutes,numeric,0.041666667,113,113
1208,六十一分钟,61 minutes,numeric,0.042361111,2,2
1209,六十二分钟,62 minutes,numeric,0.043055556,0,0
1210,六十三分钟,63 minutes,numeric,0.04375,1,1
1211,六十四分钟,64 minutes,numeric,0.044444444,0,0
1212,六十五分钟,65 minutes,numeric,0.045138889,2,2
1213,六十六分钟,66 minutes,numeric,0.045833333,2,2
1214,六十七分钟,67 minutes,numeric,0.046527778,1,1
1215,六十八分钟,68 minutes,numeric,0.047222222,0,0
1216,六十九分钟,69 minutes,numeric,0.047916667,1,1
1217,七十分钟,70 minutes,numeric,0.048611111,25,25
1218,七十一分钟,71 minutes,numeric,0.049305556,0,0
1219,七十二分钟,72 minutes,numeric,0.05,0,0
1220,七十三分钟,73 minutes,numeric,0.050694444,0,0
1221,七十四分钟,74 minutes,numeric,0.051388889,1,1
1222,七十五分钟,75 minutes,numeric,0.052083333,9,9
1223,七十六分钟,76 minutes,numeric,0.052777778,0,0
1224,七十七分钟,77 minutes,numeric,0.053472222,0,0
1225,七十八分钟,78 minutes,numeric,0.054166667,0,0
1226,七十九分钟,79 minutes,numeric,0.054861111,0,0
1227,八十分钟,80 minutes,numeric,0.055555556,31,31
1228,八十一分钟,81 minutes,numeric,0.05625,1,1
1229,八十二分钟,82 minutes,numeric,0.056944444,0,0
1230,八十三分钟,83 minutes,numeric,0.057638889,0,0
1231,八十四分钟,84 minutes,numeric,0.058333333,1,1
1232,八十五分钟,85 minutes,numeric,0.059027778,4,4
1233,八十六分钟,86 minutes,numeric,0.059722222,0,0
1234,八十七分钟,87 minutes,numeric,0.060416667,0,0
1235,八十八分钟,88 minutes,numeric,0.061111111,0,0
1236,八十九分钟,89 minutes,numeric,0.061805556,0,0
1237,九十分钟,90 minutes,numeric,0.0625,175,175
1238,九十一分钟,91 minutes,numeric,0.063194444,1,1
1239,九十二分钟,92 minutes,numeric,0.063888889,0,0
1240,九十三分钟,93 minutes,numeric,0.064583333,0,0
1241,九十四分钟,94 minutes,numeric,0.065277778,0,0
1242,九十五分钟,95 minutes,numeric,0.065972222,1,1
1243,九十六分钟,96 minutes,numeric,0.066666667,1,1
1244,九十七分钟,97 minutes,numeric,0.067361111,0,0
1245,九十八分钟,98 minutes,numeric,0.068055556,0,0
1246,九十九分钟,99 minutes,numeric,0.06875,0,0
1247,一百分钟,100 minutes,numeric,0.069444444,59,59
1248,一百零一分钟,101 minutes,numeric,0.070138889,0,0
1249,一百零二分钟,102 minutes,numeric,0.070833333,0,0
1250,一百零三分钟,103 minutes,numeric,0.071527778,2,2
1251,一百零四分钟,104 minutes,numeric,0.072222222,0,0
1252,一百零五分钟,105 minutes,numeric,0.072916667,2,2
1253,一百零六分钟,106 minutes,numeric,0.073611111,0,0
1254,一百零七分钟,107 minutes,numeric,0.074305556,0,0
1255,一百零八分钟,108 minutes,numeric,0.075,0,0
1256,一百零九分钟,109 minutes,numeric,0.075694444,0,0
1257,一百一十分钟,110 minutes,numeric,0.076388889,2,2
1258,一百一十一分钟,111 minutes,numeric,0.077083333,0,0
1259,一百一十二分钟,112 minutes,numeric,0.077777778,0,0
1260,一百一十三分钟,113 minutes,numeric,0.078472222,0,0
1261,一百一十四分钟,114 minutes,numeric,0.079166667,0,0
1262,一百一十五分钟,115 minutes,numeric,0.079861111,0,0
1263,一百一十六分钟,116 minutes,numeric,0.080555556,0,0
1264,一百一十七分钟,117 minutes,numeric,0.08125,0,0
1265,一百一十八分钟,118 minutes,numeric,0.081944444,0,0
1266,一百一十九分钟,119 minutes,numeric,0.082638889,0,0
1267,一百二十分钟,120 minutes,numeric,0.083333333,23,23
1268,一百二十一分钟,121 minutes,numeric,0.084027778,0,0
1269,一百二十二分钟,122 minutes,numeric,0.084722222,0,0
1270,一百二十三分钟,123 minutes,numeric,0.085416667,0,0
1271,一百二十四分钟,124 minutes,numeric,0.086111111,0,0
1272,一百二十五分钟,125 minutes,numeric,0.086805556,0,0
1273,一百二十六分钟,126 minutes,numeric,0.0875,0,0
1274,一百二十七分钟,127 minutes,numeric,0.088194444,0,0
1275,一百二十八分钟,128 minutes,numeric,0.088888889,0,0
1276,一百二十九分钟,129 minutes,numeric,0.089583333,0,0
1277,一百三十分钟,130 minutes,numeric,0.090277778,0,0
1278,一百三十一分钟,131 minutes,numeric,0.090972222,0,0
1279,一百三十二分钟,132 minutes,numeric,0.091666667,0,0
1280,一百三十三分钟,133 minutes,numeric,0.092361111,0,0
1281,一百三十四分钟,134 minutes,numeric,0.093055556,0,0
1282,一百三十五分钟,135 minutes,numeric,0.09375,10,10
1283,一百三十六分钟,136 minutes,numeric,0.094444444,0,0
1284,一百三十七分钟,137 minutes,numeric,0.095138889,0,0
1285,一百三十八分钟,138 minutes,numeric,0.095833333,0,0
1286,一百三十九分钟,139 minutes,numeric,0.096527778,0,0
1287,一百四十分钟,140 minutes,numeric,0.097222222,1,1
1288,一百四十一分钟,141 minutes,numeric,0.097916667,0,0
1289,一百四十二分钟,142 minutes,numeric,0.098611111,0,0
1290,一百四十三分钟,143 minutes,numeric,0.099305556,0,0
1291,一百四十四分钟,144 minutes,numeric,0.1,0,0
1292,一百四十五分钟,145 minutes,numeric,0.100694444,0,0
1293,一百四十六分钟,146 minutes,numeric,0.101388889,0,0
1294,一百四十七分钟,147 minutes,numeric,0.102083333,0,0
1295,一百四十八分钟,148 minutes,numeric,0.102777778,0,0
1296,一百四十九分钟,149 minutes,numeric,0.103472222,0,0
1297,一百五十分钟,150 minutes,numeric,0.104166667,5,5
1298,一小时,1 hour,numeric,0.041666667,12624,12624
1299,二小时,2 hours,numeric,0.083333333,444,444
1300,三小时,3 hours,numeric,0.125,2643,2643
1301,四小时,4 hours,numeric,0.166666667,1341,1341
1302,五小时,5 hours,numeric,0.208333333,584,584
1303,六小时,6 hours,numeric,0.25,722,714.78
1304,七小时,7 hours,numeric,0.291666667,251,251
1305,八小时,8 hours,numeric,0.333333333,2125,2125
1306,九小时,9 hours,numeric,0.375,122,122
1307,十小时,10 hours,numeric,0.416666667,374,374
1308,十一小时,11 hours,numeric,0.458333333,28,27.5
1309,十二小时,12 hours,numeric,0.5,520,520
1310,十三小时,13 hours,numeric,0.541666667,37,37
1311,十四小时,14 hours,numeric,0.583333333,70,69.3
1312,十五小时,15 hours,numeric,0.625,59,59
1313,十六小时,16 hours,numeric,0.666666667,75,74.25
1314,十七小时,17 hours,numeric,0.708333333,12,12
1315,十八小时,18 hours,numeric,0.75,67,67
1316,十九小时,19 hours,numeric,0.791666667,23,22.5
1317,二十小时,20 hours,numeric,0.833333333,122,122
1318,二十一小时,21 hours,numeric,0.875,10,10
1319,二十二小时,22 hours,numeric,0.916666667,8,8
1320,二十三小时,23 hours,numeric,0.958333333,17,17
1321,二十四小时,24 hours,numeric,1,2560,2560
1322,二十五小时,25 hours,numeric,1.041666667,10,10
1323,二十六小时,26 hours,numeric,1.083333333,10,10
1324,二十七小时,27 hours,numeric,1.125,5,5
1325,二十八小时,28 hours,numeric,1.166666667,15,15
1326,二十九小时,29 hours,numeric,1.208333333,1,1
1327,三十小时,30 hours,numeric,1.25,58,58
1328,三十一小时,31 hours,numeric,1.291666667,1,1
1329,三十二小时,32 hours,numeric,1.333333333,8,8
1330,三十三小时,33 hours,numeric,1.375,1,1
1331,三十四小时,34 hours,numeric,1.416666667,2,2
1332,三十五小时,35 hours,numeric,1.458333333,4,4
1333,三十六小时,36 hours,numeric,1.5,88,88
1334,三十七小时,37 hours,numeric,1.541666667,1,1
1335,三十八小时,38 hours,numeric,1.583333333,9,8.5
1336,三十九小时,39 hours,numeric,1.625,0,0
1337,四十小时,40 hours,numeric,1.666666667,52,52
1338,四十一小时,41 hours,numeric,1.708333333,2,2
1339,四十二小时,42 hours,numeric,1.75,6,6
1340,四十三小时,43 hours,numeric,1.791666667,0,0
1341,四十四小时,44 hours,numeric,1.833333333,14,14
1342,四十五小时,45 hours,numeric,1.875,4,4
1343,四十六小时,46 hours,numeric,1.916666667,2,2
1344,四十七小时,47 hours,numeric,1.958333333,1,1
1345,四十八小时,48 hours,numeric,2,365,365
1346,四十九小时,49 hours,numeric,2.041666667,0,0
1347,五十小时,50 hours,numeric,2.083333333,13,13
1348,五十一小时,51 hours,numeric,2.125,0,0
1349,五十二小时,52 hours,numeric,2.166666667,1,1
1350,五十三小时,53 hours,numeric,2.208333333,0,0
1351,五十四小时,54 hours,numeric,2.25,1,1
1352,五十五小时,55 hours,numeric,2.291666667,0,0
1353,五十六小时,56 hours,numeric,2.333333333,2,2
1354,五十七小时,57 hours,numeric,2.375,0,0
1355,五十八小时,58 hours,numeric,2.416666667,0,0
1356,五十九小时,59 hours,numeric,2.458333333,0,0
1357,六十小时,60 hours,numeric,2.5,20,20
1358,六十一小时,61 hours,numeric,2.541666667,0,0
1359,六十二小时,62 hours,numeric,2.583333333,0,0
1360,六十三小时,63 hours,numeric,2.625,0,0
1361,六十四小时,64 hours,numeric,2.666666667,2,2
1362,六十五小时,65 hours,numeric,2.708333333,1,1
1363,六十六小时,66 hours,numeric,2.75,0,0
1364,六十七小时,67 hours,numeric,2.791666667,0,0
1365,六十八小时,68 hours,numeric,2.833333333,0,0
1366,六十九小时,69 hours,numeric,2.875,0,0
1367,七十小时,70 hours,numeric,2.916666667,4,4
1368,七十一小时,71 hours,numeric,2.958333333,4,4
1369,七十二小时,72 hours,numeric,3,107,107
1370,一个小时,1 hour,numeric,0.041666667,15318,15318
1371,二个小时,2 hours,numeric,0.083333333,207,200.79
1372,三个小时,3 hours,numeric,0.125,4152,4152
1373,四个小时,4 hours,numeric,0.166666667,2082,2082
1374,五个小时,5 hours,numeric,0.208333333,1173,1173
1375,六个小时,6 hours,numeric,0.25,858,858
1376,七个小时,7 hours,numeric,0.291666667,372,372
1377,八个小时,8 hours,numeric,0.333333333,488,473.36
1378,九个小时,9 hours,numeric,0.375,224,224
1379,十个小时,10 hours,numeric,0.416666667,530,530
1380,十一个小时,11 hours,numeric,0.458333333,93,93
1381,十二个小时,12 hours,numeric,0.5,512,512
1382,十三个小时,13 hours,numeric,0.541666667,106,106
1383,十四个小时,14 hours,numeric,0.583333333,109,109
1384,十五个小时,15 hours,numeric,0.625,90,90
1385,十六个小时,16 hours,numeric,0.666666667,108,108
1386,十七个小时,17 hours,numeric,0.708333333,46,46
1387,十八个小时,18 hours,numeric,0.75,91,91
1388,十九个小时,19 hours,numeric,0.791666667,25,25
1389,二十个小时,20 hours,numeric,0.833333333,154,154
1390,二十一个小时,21 hours,numeric,0.875,8,8
1391,二十二个小时,22 hours,numeric,0.916666667,7,7
1392,二十三个小时,23 hours,numeric,0.958333333,8,8
1393,二十四个小时,24 hours,numeric,1,150,150
1394,二十五个小时,25 hours,numeric,1.041666667,14,14
1395,二十六个小时,26 hours,numeric,1.083333333,9,9
1396,二十七个小时,27 hours,numeric,1.125,5,5
1397,二十八个小时,28 hours,numeric,1.166666667,6,6
1398,二十九个小时,29 hours,numeric,1.208333333,1,1
1399,三十个小时,30 hours,numeric,1.25,76,76
1400,三十一个小时,31 hours,numeric,1.291666667,4,4
1401,三十二个小时,32 hours,numeric,1.333333333,5,5
1402,三十三个小时,33 hours,numeric,1.375,2,2
1403,三十四个小时,34 hours,numeric,1.416666667,6,6
1404,三十五个小时,35 hours,numeric,1.458333333,3,3
1405,三十六个小时,36 hours,numeric,1.5,31,31
1406,三十七个小时,37 hours,numeric,1.541666667,2,2
1407,三十八个小时,38 hours,numeric,1.583333333,2,2
1408,三十九个小时,39 hours,numeric,1.625,0,0
1409,四十个小时,40 hours,numeric,1.666666667,40,40
1410,四十一个小时,41 hours,numeric,1.708333333,3,3
1411,四十二个小时,42 hours,numeric,1.75,0,0
1412,四十三个小时,43 hours,numeric,1.791666667,0,0
1413,四十四个小时,44 hours,numeric,1.833333333,1,1
1414,四十五个小时,45 hours,numeric,1.875,0,0
1415,四十六个小时,46 hours,numeric,1.916666667,0,0
1416,四十七个小时,47 hours,numeric,1.958333333,0,0
1417,四十八个小时,48 hours,numeric,2,41,41
1418,四十九个小时,49 hours,numeric,2.041666667,0,0
1419,五十个小时,50 hours,numeric,2.083333333,11,11
1420,五十一个小时,51 hours,numeric,2.125,0,0
1421,五十二个小时,52 hours,numeric,2.166666667,1,1
1422,五十三个小时,53 hours,numeric,2.208333333,0,0
1423,五十四个小时,54 hours,numeric,2.25,0,0
1424,五十五个小时,55 hours,numeric,2.291666667,0,0
1425,五十六个小时,56 hours,numeric,2.333333333,1,1
1426,五十七个小时,57 hours,numeric,2.375,0,0
1427,五十八个小时,58 hours,numeric,2.416666667,1,1
1428,五十九个小时,59 hours,numeric,2.458333333,0,0
1429,六十个小时,60 hours,numeric,2.5,7,7
1430,六十一个小时,61 hours,numeric,2.541666667,0,0
1431,六十二个小时,62 hours,numeric,2.583333333,0,0
1432,六十三个小时,63 hours,numeric,2.625,0,0
1433,六十四个小时,64 hours,numeric,2.666666667,0,0
1434,六十五个小时,65 hours,numeric,2.708333333,1,1
1435,六十六个小时,66 hours,numeric,2.75,0,0
1436,六十七个小时,67 hours,numeric,2.791666667,0,0
1437,六十八个小时,68 hours,numeric,2.833333333,0,0
1438,六十九个小时,69 hours,numeric,2.875,0,0
1439,七十个小时,70 hours,numeric,2.916666667,4,4
1440,七十一个小时,71 hours,numeric,2.958333333,0,0
1441,七十二个小时,72 hours,numeric,3,11,11
1442,一天,1 day,numeric,1,303826,246099.06
1443,二天,2 days,numeric,2,1918,1802.92
1444,三天,3 days,numeric,3,41806,41806
1445,四天,4 days,numeric,4,7523,7523
1446,五天,5 days,numeric,5,7830,7830
1447,六天,6 days,numeric,6,2689,2689
1448,七天,7 days,numeric,7,12034,12034
1449,八天,8 days,numeric,8,1810,1810
1450,九天,9 days,numeric,9,3380,1960.4
1451,十天,10 days,numeric,10,8869,8869
1452,十一天,11 days,numeric,11,355,355
1453,十二天,12 days,numeric,12,774,774
1454,十三天,13 days,numeric,13,280,280
1455,十四天,14 days,numeric,14,344,344
1456,十五天,15 days,numeric,15,992,992
1457,十六天,16 days,numeric,16,175,175
1458,十七天,17 days,numeric,17,177,177
1459,十八天,18 days,numeric,18,242,242
1460,十九天,19 days,numeric,19,104,104
1461,二十天,20 days,numeric,20,1732,1732
1462,二十一天,21 days,numeric,21,180,180
1463,二十二天,22 days,numeric,22,90,90
1464,二十三天,23 days,numeric,23,68,66.64
1465,二十四天,24 days,numeric,24,71,68.87
1466,二十五天,25 days,numeric,25,194,194
1467,二十六天,26 days,numeric,26,64,64
1468,二十七天,27 days,numeric,27,61,61
1469,二十八天,28 days,numeric,28,109,109
1470,二十九天,29 days,numeric,29,38,38
1471,三十天,30 days,numeric,30,775,775
1472,三十一天,31 days,numeric,31,36,35.5
1473,三十二天,32 days,numeric,32,37,33
1474,三十三天,33 days,numeric,33,2199,2199
1475,三十四天,34 days,numeric,34,25,25
1476,三十五天,35 days,numeric,35,72,72
1477,三十六天,36 days,numeric,36,93,57.66
1478,三十七天,37 days,numeric,37,13,13
1479,三十八天,38 days,numeric,38,31,31
1480,三十九天,39 days,numeric,39,29,29
1481,四十天,40 days,numeric,40,484,484
1482,四十一天,41 days,numeric,41,27,27
1483,四十二天,42 days,numeric,42,34,34
1484,四十三天,43 days,numeric,43,23,23
1485,四十四天,44 days,numeric,44,40,40
1486,四十五天,45 days,numeric,45,123,123
1487,四十六天,46 days,numeric,46,23,23
1488,四十七天,47 days,numeric,47,32,32
1489,四十八天,48 days,numeric,48,29,29
1490,四十九天,49 days,numeric,49,80,80
1491,五十天,50 days,numeric,50,538,538
1492,五十一天,51 days,numeric,51,21,21
1493,五十二天,52 days,numeric,52,14,14
1494,五十三天,53 days,numeric,53,15,15
1495,五十四天,54 days,numeric,54,13,13
1496,五十五天,55 days,numeric,55,16,16
1497,五十六天,56 days,numeric,56,21,21
1498,五十七天,57 days,numeric,57,12,12
1499,五十八天,58 days,numeric,58,1,1
1500,五十九天,59 days,numeric,59,5,5
1501,六十天,60 days,numeric,60,213,213
1502,六十一天,61 days,numeric,61,20,20
1503,六十二天,62 days,numeric,62,5,5
1504,六十三天,63 days,numeric,63,14,14
1505,六十四天,64 days,numeric,64,6,6
1506,六十五天,65 days,numeric,65,11,11
1507,六十六天,66 days,numeric,66,17,17
1508,六十七天,67 days,numeric,67,0,0
1509,六十八天,68 days,numeric,68,11,11
1510,六十九天,69 days,numeric,69,2,2
1511,七十天,70 days,numeric,70,100,100
1512,七十一天,71 days,numeric,71,5,4.5
1513,七十二天,72 days,numeric,72,20,15
1514,七十三天,73 days,numeric,73,7,7
1515,七十四天,74 days,numeric,74,4,4
1516,七十五天,75 days,numeric,75,24,24
1517,七十六天,76 days,numeric,76,10,10
1518,七十七天,77 days,numeric,77,5,5
1519,七十八天,78 days,numeric,78,6,6
1520,七十九天,79 days,numeric,79,4,4
1521,八十天,80 days,numeric,80,163,163
1522,八十一天,81 days,numeric,81,12,12
1523,八十二天,82 days,numeric,82,7,7
1524,八十三天,83 days,numeric,83,13,13
1525,八十四天,84 days,numeric,84,16,16
1526,八十五天,85 days,numeric,85,16,16
1527,八十六天,86 days,numeric,86,0,0
1528,八十七天,87 days,numeric,87,11,11
1529,八十八天,88 days,numeric,88,2,2
1530,八十九天,89 days,numeric,89,2,2
1531,九十天,90 days,numeric,90,119,119
1532,九十一天,91 days,numeric,91,1,1
1533,九十二天,92 days,numeric,92,6,6
1534,九十三天,93 days,numeric,93,1,1
1535,九十四天,94 days,numeric,94,4,4
1536,九十五天,95 days,numeric,95,6,6
1537,九十六天,96 days,numeric,96,3,3
1538,九十七天,97 days,numeric,97,4,4
1539,九十八天,98 days,numeric,98,8,8
1540,九十九天,99 days,numeric,99,24,24
1541,一百天,100 days,numeric,100,743,743
1542,一百零一天,101 days,numeric,101,5,5
1543,一百零二天,102 days,numeric,102,3,3
1544,一百零三天,103 days,numeric,103,7,7
1545,一百零四天,104 days,numeric,104,1,1
1546,一百零五天,105 days,numeric,105,12,12
1547,一百零六天,106 days,numeric,106,1,1
1548,一百零七天,107 days,numeric,107,0,0
1549,一百零八天,108 days,numeric,108,5,4
1550,一百零九天,109 days,numeric,109,3,3
1551,一百一十天,110 days,numeric,110,21,21
1552,一百一十一天,111 days,numeric,111,1,1
1553,一百一十二天,112 days,numeric,112,6,6
1554,一百一十三天,113 days,numeric,113,4,4
1555,一百一十四天,114 days,numeric,114,1,1
1556,一百一十五天,115 days,numeric,115,6,6
1557,一百一十六天,116 days,numeric,116,0,0
1558,一百一十七天,117 days,numeric,117,1,1
1559,一百一十八天,118 days,numeric,118,5,5
1560,一百一十九天,119 days,numeric,119,1,1
1561,一百二十天,120 days,numeric,120,97,97
1562,一百二十一天,121 days,numeric,121,0,0
1563,一百二十二天,122 days,numeric,122,1,1
1564,一百二十三天,123 days,numeric,123,1,1
1565,一百二十四天,124 days,numeric,124,0,0
1566,一百二十五天,125 days,numeric,125,6,6
1567,一百二十六天,126 days,numeric,126,2,2
1568,一百二十七天,127 days,numeric,127,5,5
1569,一百二十八天,128 days,numeric,128,1,1
1570,一百二十九天,129 days,numeric,129,0,0
1571,一百三十天,130 days,numeric,130,14,14
1572,一百三十一天,131 days,numeric,131,2,2
1573,一百三十二天,132 days,numeric,132,3,3
1574,一百三十三天,133 days,numeric,133,0,0
1575,一百三十四天,134 days,numeric,134,0,0
1576,一百三十五天,135 days,numeric,135,1,1
1577,一百三十六天,136 days,numeric,136,1,1
1578,一百三十七天,137 days,numeric,137,1,1
1579,一百三十八天,138 days,numeric,138,1,1
1580,一百三十九天,139 days,numeric,139,1,1
1581,一百四十天,140 days,numeric,140,11,11
1582,一百四十一天,141 days,numeric,141,0,0
1583,一百四十二天,142 days,numeric,142,1,1
1584,一百四十三天,143 days,numeric,143,4,4
1585,一百四十四天,144 days,numeric,144,3,3
1586,一百四十五天,145 days,numeric,145,3,3
1587,一百四十六天,146 days,numeric,146,0,0
1588,一百四十七天,147 days,numeric,147,0,0
1589,一百四十八天,148 days,numeric,148,3,3
1590,一百四十九天,149 days,numeric,149,3,3
1591,一百五十天,150 days,numeric,150,47,47
1592,一百五十一天,151 days,numeric,151,0,0
1593,一百五十二天,152 days,numeric,152,1,1
1594,一百五十三天,153 days,numeric,153,0,0
1595,一百五十四天,154 days,numeric,154,2,2
1596,一百五十五天,155 days,numeric,155,3,3
1597,一百五十六天,156 days,numeric,156,0,0
1598,一百五十七天,157 days,numeric,157,0,0
1599,一百五十八天,158 days,numeric,158,0,0
1600,一百五十九天,159 days,numeric,159,0,0
1601,一百六十天,160 days,numeric,160,10,10
1602,一百六十一天,161 days,numeric,161,0,0
1603,一百六十二天,162 days,numeric,162,0,0
1604,一百六十三天,163 days,numeric,163,0,0
1605,一百六十四天,164 days,numeric,164,0,0
1606,一百六十五天,165 days,numeric,165,3,3
1607,一百六十六天,166 days,numeric,166,1,1
1608,一百六十七天,167 days,numeric,167,1,1
1609,一百六十八天,168 days,numeric,168,0,0
1610,一百六十九天,169 days,numeric,169,3,3
1611,一百七十天,170 days,numeric,170,11,11
1612,一百七十一天,171 days,numeric,171,0,0
1613,一百七十二天,172 days,numeric,172,0,0
1614,一百七十三天,173 days,numeric,173,0,0
1615,一百七十四天,174 days,numeric,174,0,0
1616,一百七十五天,175 days,numeric,175,0,0
1617,一百七十六天,176 days,numeric,176,0,0
1618,一百七十七天,177 days,numeric,177,0,0
1619,一百七十八天,178 days,numeric,178,1,1
1620,一百七十九天,179 days,numeric,179,0,0
1621,一百八十天,180 days,numeric,180,38,38
1622,一百八十一天,181 days,numeric,181,0,0
1623,一百八十二天,182 days,numeric,182,0,0
1624,一百八十三天,183 days,numeric,183,3,3
1625,一百八十四天,184 days,numeric,184,0,0
1626,一百八十五天,185 days,numeric,185,0,0
1627,一百八十六天,186 days,numeric,186,0,0
1628,一百八十七天,187 days,numeric,187,0,0
1629,一百八十八天,188 days,numeric,188,0,0
1630,一百八十九天,189 days,numeric,189,0,0
1631,一百九十天,190 days,numeric,190,5,5
1632,一百九十一天,191 days,numeric,191,0,0
1633,一百九十二天,192 days,numeric,192,0,0
1634,一百九十三天,193 days,numeric,193,0,0
1635,一百九十四天,194 days,numeric,194,1,1
1636,一百九十五天,195 days,numeric,195,0,0
1637,一百九十六天,196 days,numeric,196,1,1
1638,一百九十七天,197 days,numeric,197,0,0
1639,一百九十八天,198 days,numeric,198,1,1
1640,一百九十九天,199 days,numeric,199,0,0
1641,二百天,200 days,numeric,200,47,47
1642,二百零一天,201 days,numeric,201,0,0
1643,二百零二天,202 days,numeric,202,0,0
1644,二百零三天,203 days,numeric,203,1,1
1645,二百零四天,204 days,numeric,204,0,0
1646,二百零五天,205 days,numeric,205,0,0
1647,二百零六天,206 days,numeric,206,0,0
1648,二百零七天,207 days,numeric,207,0,0
1649,二百零八天,208 days,numeric,208,0,0
1650,二百零九天,209 days,numeric,209,0,0
1651,二百一十天,210 days,numeric,210,1,1
1652,二百一十一天,211 days,numeric,211,2,2
1653,二百一十二天,212 days,numeric,212,0,0
1654,二百一十三天,213 days,numeric,213,0,0
1655,二百一十四天,214 days,numeric,214,0,0
1656,二百一十五天,215 days,numeric,215,0,0
1657,二百一十六天,216 days,numeric,216,2,2
1658,二百一十七天,217 days,numeric,217,0,0
1659,二百一十八天,218 days,numeric,218,0,0
1660,二百一十九天,219 days,numeric,219,0,0
1661,二百二十天,220 days,numeric,220,5,5
1662,二百二十一天,221 days,numeric,221,1,1
1663,二百二十二天,222 days,numeric,222,0,0
1664,二百二十三天,223 days,numeric,223,0,0
1665,二百二十四天,224 days,numeric,224,1,1
1666,二百二十五天,225 days,numeric,225,1,1
1667,二百二十六天,226 days,numeric,226,0,0
1668,二百二十七天,227 days,numeric,227,0,0
1669,二百二十八天,228 days,numeric,228,0,0
1670,二百二十九天,229 days,numeric,229,0,0
1671,二百三十天,230 days,numeric,230,1,1
1672,二百三十一天,231 days,numeric,231,0,0
1673,二百三十二天,232 days,numeric,232,0,0
1674,二百三十三天,233 days,numeric,233,0,0
1675,二百三十四天,234 days,numeric,234,0,0
1676,二百三十五天,235 days,numeric,235,4,4
1677,二百三十六天,236 days,numeric,236,0,0
1678,二百三十七天,237 days,numeric,237,0,0
1679,二百三十八天,238 days,numeric,238,0,0
1680,二百三十九天,239 days,numeric,239,0,0
1681,二百四十天,240 days,numeric,240,5,5
1682,二百四十一天,241 days,numeric,241,0,0
1683,二百四十二天,242 days,numeric,242,1,1
1684,二百四十三天,243 days,numeric,243,0,0
1685,二百四十四天,244 days,numeric,244,0,0
1686,二百四十五天,245 days,numeric,245,0,0
1687,二百四十六天,246 days,numeric,246,0,0
1688,二百四十七天,247 days,numeric,247,0,0
1689,二百四十八天,248 days,numeric,248,1,1
1690,二百四十九天,249 days,numeric,249,0,0
1691,二百五十天,250 days,numeric,250,12,12
1692,二百五十一天,251 days,numeric,251,0,0
1693,二百五十二天,252 days,numeric,252,0,0
1694,二百五十三天,253 days,numeric,253,0,0
1695,二百五十四天,254 days,numeric,254,0,0
1696,二百五十五天,255 days,numeric,255,1,1
1697,二百五十六天,256 days,numeric,256,0,0
1698,二百五十七天,257 days,numeric,257,1,1
1699,二百五十八天,258 days,numeric,258,0,0
1700,二百五十九天,259 days,numeric,259,0,0
1701,二百六十天,260 days,numeric,260,1,1
1702,二百六十一天,261 days,numeric,261,0,0
1703,二百六十二天,262 days,numeric,262,0,0
1704,二百六十三天,263 days,numeric,263,0,0
1705,二百六十四天,264 days,numeric,264,0,0
1706,二百六十五天,265 days,numeric,265,0,0
1707,二百六十六天,266 days,numeric,266,1,1
1708,二百六十七天,267 days,numeric,267,0,0
1709,二百六十八天,268 days,numeric,268,0,0
1710,二百六十九天,269 days,numeric,269,0,0
1711,二百七十天,270 days,numeric,270,2,2
